Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,16082018,493944695,0001764
Trade Date <16-AUG-2018>,Settlement Type <N>,Settlement No <2018157>,Settlement Date <21-AUG-2018>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,51810,36550,70.55
20,2,21STCENMGM,EQ,1406,1236,87.91
20,3,3IINFOTECH,EQ,2709033,1106720,40.85
20,4,3MINDIA,EQ,1357,677,49.89
20,5,5PAISA,EQ,2355,1701,72.23
20,6,63MOONS,EQ,369585,101964,27.59
20,7,8KMILES,EQ,300167,106018,35.32
20,8,A2ZINFRA,EQ,298899,185401,62.03
20,9,AARTIDRUGS,EQ,11333,7067,62.36
20,10,AARTIIND,EQ,27864,13637,48.94
20,11,AARVEEDEN,EQ,7261,5803,79.92
20,12,AARVI,SM,2000,2000,100.00
20,13,ABAN,EQ,376917,79534,21.10
20,14,ABB,EQ,23277,11165,47.97
20,15,ABBOTINDIA,EQ,19528,14895,76.28
20,16,ABCAPITAL,EQ,1430426,647124,45.24
20,17,ABFRL,EQ,4770803,983502,20.62
20,18,ACC,EQ,394082,150619,38.22
20,19,ACCELYA,EQ,2990,1923,64.31
20,20,ACCURACY,SM,3200,3200,100.00
20,21,ACE,EQ,191864,105074,54.76
20,22,ADANIENT,EQ,9452650,640030,6.77
20,23,ADANIGREEN,EQ,82087,82080,99.99
20,24,ADANIPORTS,EQ,2376448,1412987,59.46
20,25,ADANIPOWER,EQ,32663843,1544071,4.73
20,26,ADANITRANS,EQ,514605,108957,21.17
20,27,ADFFOODS,EQ,25128,15351,61.09
20,28,ADHUNIKIND,EQ,10490,6504,62.00
20,29,ADLABS,EQ,55478,28350,51.10
20,30,ADORWELD,EQ,4799,2539,52.91
20,31,ADSL,EQ,16072,10016,62.32
20,32,ADVANIHOTR,EQ,10181,7696,75.59
20,33,ADVENZYMES,EQ,91173,62337,68.37
20,34,AEGISCHEM,EQ,92016,41959,45.60
20,35,AFL,EQ,21852,14007,64.10
20,36,AGARIND,EQ,1809,1046,57.82
20,37,AGCNET,EQ,3376,2616,77.49
20,38,AGLSL,EQ,13503,9031,66.88
20,39,AGRITECH,EQ,7111,4920,69.19
20,40,AGROPHOS,SM,108000,84000,77.78
20,41,AHLEAST,EQ,575,389,67.65
20,42,AHLUCONT,EQ,9157,6409,69.99
20,43,AHLWEST,EQ,670,655,97.76
20,44,AIAENG,EQ,66785,26663,39.92
20,45,AIFL,EQ,85721,16353,19.08
20,46,AIRAN,SM,10000,10000,100.00
20,47,AIROLAM,SM,15000,15000,100.00
20,48,AISL,SM,3600,3600,100.00
20,49,AJANTPHARM,EQ,441235,89780,20.35
20,50,AJMERA,BL,600000,600000,100.00
20,51,AJMERA,EQ,18021,11227,62.30
20,52,AKASH,SM,4000,1000,25.00
20,53,AKSHARCHEM,EQ,6389,4034,63.14
20,54,AKSHOPTFBR,EQ,574862,248275,43.19
20,55,AKZOINDIA,EQ,3845,3238,84.21
20,56,ALANKIT,EQ,984529,267123,27.13
20,57,ALBERTDAVD,EQ,57462,18586,32.34
20,58,ALBK,EQ,7064832,1254496,17.76
20,59,ALEMBICLTD,EQ,496736,226514,45.60
20,60,ALICON,EQ,11127,7901,71.01
20,61,ALKALI,EQ,5920,3624,61.22
20,62,ALKEM,EQ,128353,95554,74.45
20,63,ALKYLAMINE,EQ,7751,7569,97.65
20,64,ALLCARGO,EQ,359368,108304,30.14
20,65,ALLSEC,EQ,2272,1373,60.43
20,66,ALMONDZ,EQ,32430,23497,72.45
20,67,ALPA,EQ,551419,164565,29.84
20,68,ALPHAGEO,EQ,5680,2767,48.71
20,69,AMARAJABAT,EQ,889550,175782,19.76
20,70,AMBANIORG,SM,18000,18000,100.00
20,71,AMBER,EQ,18092,14883,82.26
20,72,AMBIKCO,EQ,13020,11453,87.96
20,73,AMBUJACEM,EQ,1030961,356783,34.61
20,74,AMDIND,EQ,33307,25890,77.73
20,75,AMJLAND,EQ,19128,11853,61.97
20,76,AMRUTANJAN,EQ,23607,22336,94.62
20,77,ANANTRAJ,EQ,638902,262420,41.07
20,78,ANDHRABANK,EQ,5032102,843163,16.76
20,79,ANDHRACEMT,EQ,77271,65182,84.36
20,80,ANDHRSUGAR,EQ,19156,12321,64.32
20,81,ANIKINDS,EQ,10744,8373,77.93
20,82,ANSALAPI,EQ,79415,54352,68.44
20,83,ANSALHSG,EQ,25808,17953,69.56
20,84,APARINDS,EQ,19199,10471,54.54
20,85,APCL,EQ,8831,8274,93.69
20,86,APCOTEXIND,EQ,22377,12457,55.67
20,87,APEX,EQ,111129,50952,45.85
20,88,APLAPOLLO,EQ,8772,5879,67.02
20,89,APLLTD,EQ,203273,51902,25.53
20,90,APOLLO,EQ,20851,12891,61.82
20,91,APOLLOHOSP,EQ,1905494,265744,13.95
20,92,APOLLOTYRE,EQ,2679639,837145,31.24
20,93,APOLSINHOT,EQ,1281,1241,96.88
20,94,APTECHT,EQ,172056,31199,18.13
20,95,ARCHIDPLY,EQ,23437,19806,84.51
20,96,ARCHIES,EQ,63667,43791,68.78
20,97,ARIES,EQ,470751,112711,23.94
20,98,ARIHANT,EQ,56,56,100.00
20,99,ARIHANTSUP,EQ,59953,31124,51.91
20,100,ARMANFIN,EQ,6456,4997,77.40
20,101,AROGRANITE,EQ,3682,2755,74.82
20,102,ARROWGREEN,EQ,5732,5731,99.98
20,103,ARROWTEX,EQ,13724,9603,69.97
20,104,ARSHIYA,EQ,84840,70249,82.80
20,105,ARVIND,EQ,1547056,269399,17.41
20,106,ARVSMART,EQ,11863,5333,44.95
20,107,ASAHIINDIA,EQ,7413,4160,56.12
20,108,ASAHISONG,EQ,2156,1884,87.38
20,109,ASAL,EQ,45175,25142,55.65
20,110,ASHAPURMIN,EQ,105711,45527,43.07
20,111,ASHIANA,EQ,75414,61088,81.00
20,112,ASHIMASYN,EQ,38145,23714,62.17
20,113,ASHOKA,EQ,59991,34405,57.35
20,114,ASHOKLEY,EQ,12094950,2424160,20.04
20,115,ASIANHOTNR,EQ,717,394,54.95
20,116,ASIANPAINT,EQ,1050412,522509,49.74
20,117,ASIANTILES,EQ,294716,237014,80.42
20,118,ASPINWALL,EQ,1040,927,89.13
20,119,ASSAMCO,EQ,1186007,798574,67.33
20,120,ASTEC,EQ,9229,4194,45.44
20,121,ASTERDM,EQ,466276,286762,61.50
20,122,ASTRAL,EQ,131439,108143,82.28
20,123,ASTRAMICRO,EQ,99094,43681,44.08
20,124,ASTRAZEN,EQ,21280,6004,28.21
20,125,ASTRON,EQ,182810,97176,53.16
20,126,ATFL,EQ,27843,19703,70.76
20,127,ATLANTA,EQ,127679,71115,55.70
20,128,ATUL,EQ,9020,6066,67.25
20,129,ATULAUTO,EQ,4500,3122,69.38
20,130,AUBANK,EQ,873512,511593,58.57
20,131,AURDIS,SM,2000,2000,100.00
20,132,AUROPHARMA,EQ,3221672,855532,26.56
20,133,AUSOMENT,EQ,11978,10176,84.96
20,134,AUTOAXLES,EQ,61550,44929,73.00
20,135,AUTOIND,EQ,22438,14545,64.82
20,136,AUTOLITIND,EQ,27295,14859,54.44
20,137,AVADHSUGAR,EQ,11615,8227,70.83
20,138,AVANTIFEED,EQ,321555,120981,37.62
20,139,AVONMPL,SM,4000,2000,50.00
20,140,AVTNPL,EQ,50779,42306,83.31
20,141,AXISBANK,EQ,18777302,9275095,49.40
20,142,AXISCADES,EQ,58025,40967,70.60
20,143,AXISGOLD,EQ,85,72,84.71
20,144,AXISNIFTY,EQ,91,91,100.00
20,145,AYMSYNTEX,EQ,6560,5769,87.94
20,146,BAFNAPHARM,EQ,22746,16350,71.88
20,147,BAGFILMS,EQ,63231,52272,82.67
20,148,BAJAJ-AUTO,EQ,654766,426985,65.21
20,149,BAJAJCORP,EQ,32954,15752,47.80
20,150,BAJAJELEC,EQ,639744,198045,30.96
20,151,BAJAJFINSV,EQ,207567,54006,26.02
20,152,BAJAJHIND,EQ,539064,317223,58.85
20,153,BAJAJHLDNG,EQ,16695,13400,80.26
20,154,BAJFINANCE,EQ,2229727,651822,29.23
20,155,BALAJITELE,EQ,69895,58561,83.78
20,156,BALAMINES,EQ,22672,15610,68.85
20,157,BALKRISHNA,EQ,47210,21829,46.24
20,158,BALKRISIND,EQ,2553955,770086,30.15
20,159,BALLARPUR,EQ,673842,359089,53.29
20,160,BALMLAWRIE,EQ,82229,56800,69.08
20,161,BALPHARMA,EQ,19221,13088,68.09
20,162,BALRAMCHIN,EQ,2677882,727367,27.16
20,163,BANARBEADS,EQ,4570,2769,60.59
20,164,BANARISUG,EQ,4433,4205,94.86
20,165,BANCOINDIA,EQ,21066,13365,63.44
20,166,BANDHANBNK,EQ,501028,200606,40.04
20,167,BANG,EQ,36928,15558,42.13
20,168,BANKBARODA,EQ,13666075,3301616,24.16
20,169,BANKBEES,EQ,952,608,63.87
20,170,BANKINDIA,EQ,6402432,828719,12.94
20,171,BANSAL,SM,24000,6000,25.00
20,172,BANSWRAS,EQ,3952,3002,75.96
20,173,BARTRONICS,EQ,44681,31339,70.14
20,174,BASF,EQ,12075,9750,80.75
20,175,BASML,EQ,250,150,60.00
20,176,BATAINDIA,EQ,1134404,183202,16.15
20,177,BAYERCROP,EQ,7796,4647,59.61
20,178,BBL,EQ,11489,6024,52.43
20,179,BBTC,EQ,106869,22293,20.86
20,180,BDL,EQ,22943,14275,62.22
20,181,BEARDSELL,EQ,148,145,97.97
20,182,BEDMUTHA,EQ,19557,14662,74.97
20,183,BEL,EQ,4763566,1469418,30.85
20,184,BEML,EQ,853053,103333,12.11
20,185,BEPL,EQ,320221,139366,43.52
20,186,BERGEPAINT,EQ,1179779,376696,31.93
20,187,BETA,SM,17600,17600,100.00
20,188,BFINVEST,EQ,1712692,207345,12.11
20,189,BFUTILITIE,EQ,1905893,207166,10.87
20,190,BGRENERGY,EQ,304354,109686,36.04
20,191,BHAGERIA,EQ,8503,5243,61.66
20,192,BHAGYAPROP,EQ,6294,5794,92.06
20,193,BHANDARI,EQ,683574,330439,48.34
20,194,BHARATFIN,EQ,463124,302547,65.33
20,195,BHARATFORG,EQ,1238957,608927,49.15
20,196,BHARATGEAR,EQ,20239,14543,71.86
20,197,BHARATRAS,EQ,5435,3390,62.37
20,198,BHARATWIRE,EQ,64741,54869,84.75
20,199,BHARTIARTL,EQ,2715006,1356223,49.95
20,200,BHEL,EQ,4576252,1594078,34.83
20,201,BHUSANSTL,EQ,1302981,668066,51.27
20,202,BIGBLOC,EQ,2728,1468,53.81
20,203,BIL,EQ,10440,3262,31.25
20,204,BINANIIND,EQ,50475,33432,66.23
20,205,BINDALAGRO,EQ,30819,18520,60.09
20,206,BIOCON,EQ,2389580,823822,34.48
20,207,BIRLACABLE,EQ,122458,68252,55.74
20,208,BIRLACORPN,EQ,64767,17301,26.71
20,209,BIRLAMONEY,EQ,120876,80457,66.56
20,210,BKMINDST,EQ,3785,2464,65.10
20,211,BLBLIMITED,EQ,1737,1616,93.03
20,212,BLISSGVS,EQ,203255,113343,55.76
20,213,BLKASHYAP,EQ,548821,507330,92.44
20,214,BLS,EQ,52481,33266,63.39
20,215,BLUEBLENDS,EQ,28671,23782,82.95
20,216,BLUEDART,EQ,2132,1822,85.46
20,217,BLUEDART,N2,68470,53938,78.78
20,218,BLUEDART,N3,1950,1950,100.00
20,219,BLUESTARCO,EQ,20837,14145,67.88
20,220,BODALCHEM,EQ,321430,156808,48.78
20,221,BOROSIL,EQ,124220,52635,42.37
20,222,BOSCHLTD,EQ,9359,3489,37.28
20,223,BPCL,EQ,3910069,1543229,39.47
20,224,BPL,EQ,207772,35242,16.96
20,225,BRIGADE,EQ,270067,111561,41.31
20,226,BRIGHT,SM,66000,66000,100.00
20,227,BRITANNIA,EQ,147947,84347,57.01
20,228,BRNL,EQ,23725,6427,27.09
20,229,BROOKS,EQ,33546,19633,58.53
20,230,BSE,EQ,142953,109920,76.89
20,231,BSELINFRA,EQ,20197,16067,79.55
20,232,BSHSL,SM,17000,15000,88.24
20,233,BSL,EQ,11979,6506,54.31
20,234,BSLGOLDETF,EQ,5,5,100.00
20,235,BSLNIFTY,EQ,72,70,97.22
20,236,BURNPUR,EQ,172197,131624,76.44
20,237,BUTTERFLY,EQ,43145,23566,54.62
20,238,BYKE,EQ,55732,36936,66.27
20,239,CADILAHC,EQ,7445622,3462634,46.51
20,240,CADSYS,SM,2000,2000,100.00
20,241,CAMLINFINE,EQ,233140,138687,59.49
20,242,CANBK,EQ,6964923,629007,9.03
20,243,CANDC,EQ,341158,241242,70.71
20,244,CANFINHOME,EQ,452622,98414,21.74
20,245,CANTABIL,EQ,25067,22413,89.41
20,246,CAPACITE,EQ,47488,24156,50.87
20,247,CAPF,EQ,736906,110658,15.02
20,248,CAPLIPOINT,EQ,52531,28933,55.08
20,249,CAPTRUST,EQ,5720,4116,71.96
20,250,CARBORUNIV,EQ,20700,13123,63.40
20,251,CAREERP,EQ,55335,50462,91.19
20,252,CARERATING,EQ,21586,15257,70.68
20,253,CASTEXTECH,EQ,543894,377579,69.42
20,254,CASTROLIND,EQ,2146601,973536,45.35
20,255,CCCL,EQ,148229,90784,61.25
20,256,CCHHL,EQ,14190,10872,76.62
20,257,CCL,EQ,35400,19358,54.68
20,258,CDSL,EQ,206814,121709,58.85
20,259,CEATLTD,EQ,804052,100809,12.54
20,260,CEBBCO,EQ,14295,10886,76.15
20,261,CELEBRITY,EQ,16847,14594,86.63
20,262,CELESTIAL,EQ,66452,38128,57.38
20,263,CENTENKA,EQ,30106,16965,56.35
20,264,CENTEXT,EQ,77886,59093,75.87
20,265,CENTRALBK,EQ,136809,81421,59.51
20,266,CENTRUM,EQ,218644,143953,65.84
20,267,CENTUM,EQ,3328,1914,57.51
20,268,CENTURYPLY,EQ,137657,70911,51.51
20,269,CENTURYTEX,EQ,649010,66155,10.19
20,270,CERA,EQ,14545,9813,67.47
20,271,CEREBRAINT,EQ,1630437,834987,51.21
20,272,CES1RPG,MF,32023,31923,99.69
20,273,CESC,EQ,518264,56319,10.87
20,274,CGCL,EQ,60168,54325,90.29
20,275,CGPOWER,EQ,7604763,579074,7.61
20,276,CHAMBLFERT,EQ,945602,655963,69.37
20,277,CHEMFAB,EQ,3308,2955,89.33
20,278,CHENNPETRO,EQ,1029715,437288,42.47
20,279,CHOLAFIN,EQ,416406,112350,26.98
20,280,CHROMATIC,EQ,16427,15037,91.54
20,281,CIGNITITEC,EQ,21158,15107,71.40
20,282,CIMMCO,EQ,12669,6688,52.79
20,283,CINELINE,EQ,24233,14507,59.86
20,284,CIPLA,EQ,3925549,1114170,28.38
20,285,CLEDUCATE,EQ,1413,1312,92.85
20,286,CLNINDIA,EQ,19401,15728,81.07
20,287,CMICABLES,EQ,25564,14438,56.48
20,288,CNOVAPETRO,EQ,5934,5641,95.06
20,289,COALINDIA,EQ,5176282,2814031,54.36
20,290,COCHINSHIP,EQ,65535,42145,64.31
20,291,COFFEEDAY,EQ,169339,122669,72.44
20,292,COLPAL,EQ,212648,133486,62.77
20,293,COMPINFO,EQ,205565,46920,22.82
20,294,COMPUSOFT,EQ,23743,17100,72.02
20,295,CONCOR,EQ,334744,191118,57.09
20,296,CONSOFINVT,EQ,1025,1005,98.05
20,297,CONTROLPR,EQ,5525,4941,89.43
20,298,CORALFINAC,EQ,56311,44280,78.63
20,299,CORDSCABLE,EQ,24843,21979,88.47
20,300,COROMANDEL,EQ,158461,115355,72.80
20,301,CORPBANK,EQ,202872,91847,45.27
20,302,COSMOFILMS,EQ,12950,7286,56.26
20,303,COUNCODOS,EQ,6181,3901,63.11
20,304,COX&KINGS,EQ,106945,49370,46.16
20,305,CPSEETF,EQ,1121062,991434,88.44
20,306,CREATIVE,SM,1600,1600,100.00
20,307,CREST,EQ,13661,10149,74.29
20,308,CRISIL,EQ,10841,9545,88.05
20,309,CRMFGETF,EQ,33,29,87.88
20,310,CROMPTON,EQ,2199498,1875759,85.28
20,311,CTE,EQ,7185,4272,59.46
20,312,CUB,EQ,439995,319851,72.69
20,313,CUMMINSIND,EQ,216801,123529,56.98
20,314,CUPID,EQ,46986,20591,43.82
20,315,CYBERMEDIA,EQ,210,210,100.00
20,316,CYBERTECH,EQ,6135,4104,66.89
20,317,CYIENT,EQ,480320,245331,51.08
20,318,DAAWAT,EQ,987462,590505,59.80
20,319,DABUR,EQ,2271009,1148044,50.55
20,320,DALMIABHA,EQ,248675,199233,80.12
20,321,DALMIASUG,EQ,57529,27559,47.90
20,322,DAMODARIND,EQ,1380,984,71.30
20,323,DATAMATICS,EQ,831165,300568,36.16
20,324,DBCORP,EQ,42842,23337,54.47
20,325,DBL,EQ,520762,267214,51.31
20,326,DBREALTY,EQ,851399,389585,45.76
20,327,DCAL,EQ,76011,46750,61.50
20,328,DCBBANK,EQ,1377130,720058,52.29
20,329,DCM,EQ,33470,18012,53.82
20,330,DCMSHRIRAM,EQ,156575,74203,47.39
20,331,DCW,EQ,82115,53014,64.56
20,332,DECCANCE,EQ,1471,893,60.71
20,333,DEEPAKFERT,EQ,176815,118794,67.19
20,334,DEEPAKNTR,EQ,138284,61033,44.14
20,335,DEEPIND,EQ,56100,34623,61.72
20,336,DELTACORP,EQ,1975481,532612,26.96
20,337,DELTAMAGNT,EQ,8888,4614,51.91
20,338,DEN,EQ,177169,69531,39.25
20,339,DENABANK,EQ,930674,303355,32.60
20,340,DENORA,EQ,3165,1316,41.58
20,341,DFMFOODS,EQ,3589,2882,80.30
20,342,DHAMPURSUG,EQ,231899,58433,25.20
20,343,DHANBANK,EQ,298866,222823,74.56
20,344,DHANUKA,EQ,5404,3156,58.40
20,345,DHARSUGAR,EQ,7911,6343,80.18
20,346,DHFL,EQ,3017390,637258,21.12
20,347,DHFL,N6,66,66,100.00
20,348,DHFL,N8,350,350,100.00
20,349,DHFL,NA,650,650,100.00
20,350,DHFL,NC,610,610,100.00
20,351,DHFL,NF,13,13,100.00
20,352,DHFL,NL,95,95,100.00
20,353,DHFL,NP,460,460,100.00
20,354,DHFL,NS,10,5,50.00
20,355,DHFL,NX,1297,1207,93.06
20,356,DHFL,NY,20,20,100.00
20,357,DHUNINV,EQ,828,471,56.88
20,358,DIAMONDYD,EQ,3520,2652,75.34
20,359,DICIND,EQ,682,431,63.20
20,360,DIGJAMLTD,EQ,43513,37631,86.48
20,361,DISHTV,EQ,4012732,1263796,31.49
20,362,DIVISLAB,EQ,451485,109861,24.33
20,363,DIXON,EQ,19921,8364,41.99
20,364,DLF,EQ,9989854,1065466,10.67
20,365,DLINKINDIA,EQ,23971,9625,40.15
20,366,DMART,EQ,312923,168227,53.76
20,367,DNAMEDIA,EQ,24860,15548,62.54
20,368,DOLLAR,EQ,191630,141297,73.73
20,369,DOLPHINOFF,EQ,169603,94991,56.01
20,370,DONEAR,EQ,85662,70489,82.29
20,371,DPL,EQ,6944,4856,69.93
20,372,DPSCLTD,EQ,38749,31044,80.12
20,373,DQE,EQ,15243,13384,87.80
20,374,DREDGECORP,EQ,107372,37297,34.74
20,375,DRL,SM,6000,6000,100.00
20,376,DRREDDY,EQ,895988,244299,27.27
20,377,DSSL,EQ,34708,28624,82.47
20,378,DTIL,EQ,1509,1123,74.42
20,379,DUCON,EQ,897136,328130,36.58
20,380,DWARKESH,EQ,448029,197479,44.08
20,381,DYNAMATECH,EQ,3369,3177,94.30
20,382,DYNPRO,EQ,4602,2881,62.60
20,383,E2E,SM,4000,2000,50.00
20,384,EASTSILK,EQ,56307,37384,66.39
20,385,EBANK,EQ,2,1,50.00
20,386,ECEIND,EQ,561,329,58.65
20,387,ECLERX,EQ,16849,12050,71.52
20,388,ECLFINANCE,N3,781,776,99.36
20,389,ECLFINANCE,N4,100,100,100.00
20,390,ECLFINANCE,N5,207,207,100.00
20,391,ECLFINANCE,N6,10,10,100.00
20,392,ECLFINANCE,NB,2,2,100.00
20,393,ECLFINANCE,NF,225,125,55.56
20,394,ECLFINANCE,NG,692,692,100.00
20,395,ECLFINANCE,NH,110,110,100.00
20,396,ECLFINANCE,NJ,1107,1106,99.91
20,397,ECLFINANCE,NK,3871,3763,97.21
20,398,EDELWEISS,EQ,1945095,1220888,62.77
20,399,EDL,EQ,11018,7551,68.53
20,400,EHFLNCD,N4,26,26,100.00
20,401,EHFLNCD,N5,133,133,100.00
20,402,EHFLNCD,N6,560,455,81.25
20,403,EICHERMOT,EQ,45933,18599,40.49
20,404,EIDPARRY,EQ,63396,30554,48.20
20,405,EIFFL,SM,15200,13600,89.47
20,406,EIHAHOTELS,EQ,974,485,49.79
20,407,EIHOTEL,EQ,79396,49267,62.05
20,408,EIMCOELECO,EQ,32370,30404,93.93
20,409,EKC,EQ,90723,52889,58.30
20,410,ELAND,EQ,6756,6753,99.96
20,411,ELECON,EQ,212113,118257,55.75
20,412,ELECTCAST,EQ,92767,45679,49.24
20,413,ELECTHERM,EQ,24095,13629,56.56
20,414,ELGIEQUIP,EQ,10992,6434,58.53
20,415,ELGIRUBCO,EQ,6729,5452,81.02
20,416,EMAMILTD,EQ,383196,342376,89.35
20,417,EMCO,EQ,27809,27809,100.00
20,418,EMKAY,EQ,36589,21556,58.91
20,419,EMMBI,EQ,17130,11476,66.99
20,420,EMOFSR1RDP,MF,11317,11217,99.12
20,421,EMOFSR1RGG,MF,30,30,100.00
20,422,ENDURANCE,EQ,18436,9705,52.64
20,423,ENERGYDEV,EQ,80075,69246,86.48
20,424,ENGINERSIN,EQ,1521832,516526,33.94
20,425,ENIL,EQ,1307,1083,82.86
20,426,EON,EQ,121098,53112,43.86
20,427,EQ30,EQ,101,101,100.00
20,428,EQUITAS,EQ,3054924,2334698,76.42
20,429,ERFLNCDI,N2,13,10,76.92
20,430,ERFLNCDI,N5,1242,1040,83.74
20,431,ERFLNCDI,N6,25,25,100.00
20,432,ERIS,EQ,12534,8350,66.62
20,433,EROSMEDIA,EQ,532290,373499,70.17
20,434,ESABINDIA,EQ,11119,5627,50.61
20,435,ESCORTS,EQ,824478,285313,34.61
20,436,ESSARSHPNG,EQ,15389,10266,66.71
20,437,ESSDEE,EQ,10690,6410,59.96
20,438,ESSELPACK,EQ,63097,42023,66.60
20,439,ESTER,EQ,515855,322922,62.60
20,440,EUROTEXIND,EQ,2103,302,14.36
20,441,EVEREADY,EQ,73381,52257,71.21
20,442,EVERESTIND,EQ,127206,47475,37.32
20,443,EXCEL,EQ,37719,31706,84.06
20,444,EXCELCROP,EQ,13473,6704,49.76
20,445,EXCELINDUS,EQ,8897,5292,59.48
20,446,EXIDEIND,EQ,3906927,1347240,34.48
20,447,FACT,EQ,31129,19198,61.67
20,448,FAIRCHEM,EQ,4373,3314,75.78
20,449,FCL,EQ,199040,92688,46.57
20,450,FCONSUMER,EQ,1136614,503447,44.29
20,451,FCSSOFT,EQ,473985,304653,64.27
20,452,FDC,EQ,33386,17432,52.21
20,453,FEDDERELEC,EQ,44494,27067,60.83
20,454,FEDERALBNK,EQ,8680197,2152282,24.80
20,455,FEL,EQ,1531532,1394348,91.04
20,456,FELDVR,EQ,9658,6695,69.32
20,457,FELIX,SM,8000,8000,100.00
20,458,FIEMIND,EQ,5148,2811,54.60
20,459,FILATEX,EQ,3089923,1512387,48.95
20,460,FINCABLES,EQ,16077,9775,60.80
20,461,FINEORG,EQ,51241,41465,80.92
20,462,FINPIPE,EQ,20812,15295,73.49
20,463,FIVECORE,SM,5000,4000,80.00
20,464,FLEXITUFF,EQ,6769,5529,81.68
20,465,FLFL,EQ,32080,14681,45.76
20,466,FMGOETZE,EQ,6403,3682,57.50
20,467,FMNL,EQ,215908,197881,91.65
20,468,FOCUS,SM,5000,5000,100.00
20,469,FORTIS,EQ,3844745,1950261,50.73
20,470,FOSECOIND,EQ,1243,800,64.36
20,471,FOURTHDIM,SM,4000,4000,100.00
20,472,FRETAIL,EQ,829520,452179,54.51
20,473,FSC,EQ,1366,937,68.59
20,474,FSL,EQ,4464857,1091732,24.45
20,475,GABRIEL,EQ,73283,38747,52.87
20,476,GAEL,EQ,34405,26641,77.43
20,477,GAIL,EQ,15145786,6618701,43.70
20,478,GALAXYSURF,EQ,48416,44226,91.35
20,479,GALLANTT,EQ,67290,53432,79.41
20,480,GALLISPAT,EQ,149942,96910,64.63
20,481,GAMMNINFRA,EQ,6103809,3448926,56.50
20,482,GANDHITUBE,EQ,5309,4082,76.89
20,483,GANECOS,EQ,5977,5562,93.06
20,484,GANESHHOUC,EQ,71829,39828,55.45
20,485,GANGESSECU,EQ,9,9,100.00
20,486,GARDENSILK,EQ,31899,25121,78.75
20,487,GARFIBRES,EQ,6990,4797,68.63
20,488,GATI,EQ,2278743,562841,24.70
20,489,GAYAPROJ,EQ,54489,25911,47.55
20,490,GDL,EQ,23845,11869,49.78
20,491,GEECEE,EQ,8100,4883,60.28
20,492,GENESYS,EQ,74224,53989,72.74
20,493,GENUSPAPER,EQ,124337,61454,49.43
20,494,GENUSPOWER,EQ,148640,83156,55.94
20,495,GEOJITFSL,EQ,34040,21813,64.08
20,496,GEPIL,EQ,107469,95832,89.17
20,497,GESHIP,EQ,41397,22444,54.22
20,498,GET&D,EQ,25047,12985,51.84
20,499,GHCL,EQ,35306,22599,64.01
20,500,GICHSGFIN,EQ,53880,27317,50.70
20,501,GICRE,EQ,45125,16499,36.56
20,502,GILLANDERS,EQ,140,120,85.71
20,503,GILLETTE,EQ,3154,2700,85.61
20,504,GINNIFILA,EQ,57733,37091,64.25
20,505,GIPCL,EQ,24449,16820,68.80
20,506,GIRIRAJ,SM,40800,8400,20.59
20,507,GKWLIMITED,EQ,245,157,64.08
20,508,GLAXO,EQ,10819,5844,54.02
20,509,GLENMARK,EQ,656234,129272,19.70
20,510,GLOBALVECT,EQ,10791,4122,38.20
20,511,GLOBOFFS,EQ,8965,4360,48.63
20,512,GLOBUSSPR,EQ,85117,52085,61.19
20,513,GMBREW,EQ,12760,6479,50.78
20,514,GMDCLTD,EQ,68582,39240,57.22
20,515,GMMPFAUDLR,EQ,16554,8172,49.37
20,516,GMRINFRA,EQ,36180461,9666733,26.72
20,517,GNA,EQ,27037,17204,63.63
20,518,GNFC,EQ,458052,182825,39.91
20,519,GOACARBON,EQ,51048,23196,45.44
20,520,GOCLCORP,EQ,7496,4982,66.46
20,521,GODFRYPHLP,EQ,46008,6375,13.86
20,522,GODREJAGRO,EQ,58333,40961,70.22
20,523,GODREJCP,EQ,862065,511429,59.33
20,524,GODREJIND,EQ,241652,67416,27.90
20,525,GODREJPROP,EQ,80989,44557,55.02
20,526,GOKEX,EQ,48738,30692,62.97
20,527,GOKUL,EQ,23253,18128,77.96
20,528,GOKULAGRO,EQ,6962,5537,79.53
20,529,GOLDBEES,EQ,12373,5857,47.34
20,530,GOLDIAM,EQ,14845,9964,67.12
20,531,GOLDSHARE,EQ,495,308,62.22
20,532,GOLDSTAR,SM,6000,6000,100.00
20,533,GOLDTECH,EQ,7589,7589,100.00
20,534,GOODLUCK,EQ,136653,76819,56.21
20,535,GPIL,EQ,920603,352628,38.30
20,536,GPPL,EQ,45926,27832,60.60
20,537,GPTINFRA,EQ,67377,55111,81.79
20,538,GRANULES,EQ,2742776,616214,22.47
20,539,GRAPHITE,EQ,909264,549505,60.43
20,540,GRASIM,EQ,3101487,1540964,49.68
20,541,GRAVITA,EQ,85823,41349,48.18
20,542,GREAVESCOT,EQ,1702167,1436868,84.41
20,543,GREENLAM,EQ,2805,2310,82.35
20,544,GREENPLY,EQ,40570,30259,74.58
20,545,GREENPOWER,EQ,163146,106155,65.07
20,546,GRINDWELL,EQ,3394,2341,68.97
20,547,GROBTEA,EQ,1777,1173,66.01
20,548,GRPLTD,EQ,130,129,99.23
20,549,GRUH,EQ,2257853,2124469,94.09
