Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,17082018,461001615,0001719
Trade Date <17-AUG-2018>,Settlement Type <N>,Settlement No <2018158>,Settlement Date <21-AUG-2018>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1094,NTPC,N7,12100,12100,100.00
20,1095,NTPC,NB,3,3,100.00
20,1096,NTPC,ND,225,225,100.00
20,1097,NUCLEUS,EQ,121388,37880,31.21
20,1098,NUTEK,EQ,48321,46253,95.72
20,1099,OBEROIRLTY,EQ,113875,45055,39.57
20,1100,OCCL,EQ,18964,8109,42.76
20,1101,OCL,EQ,44548,21558,48.39
20,1102,OFSS,EQ,44577,20960,47.02
20,1103,OIL,EQ,409900,145018,35.38
20,1104,OILCOUNTUB,EQ,13214,10282,77.81
20,1105,OMAXAUTO,EQ,13998,8981,64.16
20,1106,OMAXE,EQ,225738,27030,11.97
20,1107,OMKARCHEM,EQ,50915,35876,70.46
20,1108,OMMETALS,EQ,48989,28822,58.83
20,1109,ONELIFECAP,EQ,1223,958,78.33
20,1110,ONEPOINT,SM,8000,8000,100.00
20,1111,ONGC,EQ,4754545,2918634,61.39
20,1112,ONMOBILE,EQ,174038,109954,63.18
20,1113,ONWARDTEC,EQ,18483,12714,68.79
20,1114,ORBTEXP,EQ,1830,983,53.72
20,1115,ORICONENT,EQ,170971,108726,63.59
20,1116,ORIENTABRA,EQ,14277,10848,75.98
20,1117,ORIENTALTL,EQ,13418,11242,83.78
20,1118,ORIENTBANK,EQ,2915767,404493,13.87
20,1119,ORIENTBELL,EQ,30785,23708,77.01
20,1120,ORIENTCEM,EQ,326277,88311,27.07
20,1121,ORIENTELEC,EQ,160027,91077,56.91
20,1122,ORIENTHOT,EQ,69902,30781,44.03
20,1123,ORIENTLTD,EQ,16403,2513,15.32
20,1124,ORIENTPPR,EQ,5645250,3435266,60.85
20,1125,ORIENTREF,EQ,195432,126607,64.78
20,1126,ORISSAMINE,EQ,89372,11857,13.27
20,1127,ORTINLABSS,EQ,92240,52986,57.44
20,1128,OSWALAGRO,EQ,12717,6971,54.82
20,1129,OSWALSEEDS,SM,84000,80000,95.24
20,1130,PAEL,EQ,250,250,100.00
20,1131,PAGEIND,EQ,39936,21807,54.60
20,1132,PAISALO,EQ,493,269,54.56
20,1133,PALASHSECU,EQ,4178,2956,70.75
20,1134,PALREDTEC,EQ,831,596,71.72
20,1135,PANACEABIO,EQ,113580,61041,53.74
20,1136,PANACHE,SM,1600,1600,100.00
20,1137,PANAMAPET,EQ,19119,12502,65.39
20,1138,PAPERPROD,EQ,15327,11832,77.20
20,1139,PARABDRUGS,EQ,41098,34410,83.73
20,1140,PARACABLES,EQ,53892,39499,73.29
20,1141,PARAGMILK,EQ,872259,266605,30.56
20,1142,PARSVNATH,EQ,21208,18038,85.05
20,1143,PATELENG,EQ,1166968,242544,20.78
20,1144,PATINTLOG,EQ,23410,17488,74.70
20,1145,PATSPINLTD,EQ,25179,10389,41.26
20,1146,PCJEWELLER,EQ,10981066,1278340,11.64
20,1147,PDMJEPAPER,EQ,53996,25031,46.36
20,1148,PDPL,EQ,8342,4176,50.06
20,1149,PDSMFL,EQ,1133,1083,95.59
20,1150,PEL,EQ,334400,126056,37.70
20,1151,PENIND,EQ,123663,69899,56.52
20,1152,PENINLAND,EQ,417965,229221,54.84
20,1153,PENPEBS,EQ,17631,14767,83.76
20,1154,PENTAGOLD,SM,3000,3000,100.00
20,1155,PERSISTENT,EQ,224125,118085,52.69
20,1156,PETRONENGG,EQ,3853,2635,68.39
20,1157,PETRONET,EQ,2187534,1252054,57.24
20,1158,PFC,EQ,5990433,1522927,25.42
20,1159,PFC,N8,339,339,100.00
20,1160,PFIZER,EQ,66569,28514,42.83
20,1161,PFOCUS,EQ,14175,9776,68.97
20,1162,PFS,EQ,742548,408518,55.02
20,1163,PGEL,EQ,14203,8344,58.75
20,1164,PGHH,EQ,14309,4513,31.54
20,1165,PGIL,EQ,3323,2073,62.38
20,1166,PHILIPCARB,EQ,989836,360847,36.46
20,1167,PHOENIXLTD,EQ,37058,24848,67.05
20,1168,PIDILITIND,EQ,251250,134293,53.45
20,1169,PIIND,EQ,24827,10572,42.58
20,1170,PILITA,EQ,26863,6863,25.55
20,1171,PIONDIST,EQ,40008,25757,64.38
20,1172,PIONEEREMB,EQ,491234,79555,16.19
20,1173,PITTIENG,EQ,53733,31761,59.11
20,1174,PLASTIBLEN,EQ,6275,5274,84.05
20,1175,PNB,EQ,25610532,6210993,24.25
20,1176,PNBGILTS,EQ,229594,84431,36.77
20,1177,PNBHOUSING,EQ,364565,108499,29.76
20,1178,PNC,EQ,6884,6609,96.01
20,1179,PNCINFRA,EQ,53168,35083,65.99
20,1180,POCHIRAJU,EQ,635,635,100.00
20,1181,PODDARHOUS,EQ,2794,1568,56.12
20,1182,PODDARMENT,EQ,931,635,68.21
20,1183,POKARNA,EQ,28869,23562,81.62
20,1184,POLYMED,EQ,3669,2795,76.18
20,1185,POLYPLEX,EQ,62882,34448,54.78
20,1186,PONNIERODE,EQ,981,852,86.85
20,1187,POWERGRID,EQ,2262658,1379003,60.95
20,1188,POWERMECH,EQ,2597,2474,95.26
20,1189,PPAP,EQ,14747,9058,61.42
20,1190,PRABHAT,EQ,34029,17293,50.82
20,1191,PRAENG,EQ,95059,56957,59.92
20,1192,PRAJIND,EQ,226902,90099,39.71
20,1193,PRAKASH,EQ,412051,146266,35.50
20,1194,PRAKASHCON,EQ,292602,167426,57.22
20,1195,PRAXIS,EQ,3994,3543,88.71
20,1196,PRECAM,EQ,48326,29124,60.27
20,1197,PRECOT,EQ,2759,2429,88.04
20,1198,PRECWIRE,EQ,22105,15790,71.43
20,1199,PREMEXPLN,EQ,12355,5876,47.56
20,1200,PREMIER,EQ,18332,9469,51.65
20,1201,PREMIERPOL,EQ,4829,4090,84.70
20,1202,PRESSMN,EQ,7628,5214,68.35
20,1203,PRESTIGE,EQ,26699,19616,73.47
20,1204,PRICOLLTD,EQ,82785,56662,68.44
20,1205,PRIMESECU,EQ,12985,8759,67.45
20,1206,PRITI,SM,6400,4800,75.00
20,1207,PROVOGE,EQ,35187,22291,63.35
20,1208,PROZONINTU,EQ,1071852,321172,29.96
20,1209,PRSMJOHNSN,EQ,827380,429740,51.94
20,1210,PSB,EQ,38744,25738,66.43
20,1211,PSL,EQ,61127,55045,90.05
20,1212,PSPPROJECT,EQ,7471,5071,67.88
20,1213,PSUBNKBEES,EQ,2310,1593,68.96
20,1214,PTC,EQ,1129246,325317,28.81
20,1215,PTL,EQ,10641,9409,88.42
20,1216,PUNJABCHEM,EQ,3396,3063,90.19
20,1217,PUNJLLOYD,EQ,1825750,613291,33.59
20,1218,PURVA,EQ,300155,173402,57.77
20,1219,PVP,EQ,261904,87978,33.59
20,1220,PVR,EQ,311973,76696,24.58
20,1221,QGOLDHALF,EQ,129,67,51.94
20,1222,QUESS,EQ,66215,44845,67.73
20,1223,QUICKHEAL,EQ,108574,50288,46.32
20,1224,RADAAN,EQ,550,550,100.00
20,1225,RADICO,EQ,789164,351132,44.49
20,1226,RADIOCITY,EQ,44401,29849,67.23
20,1227,RAJESHEXPO,EQ,407494,116336,28.55
20,1228,RAJSREESUG,EQ,10667,6095,57.14
20,1229,RAJTV,EQ,3016,2093,69.40
20,1230,RALLIS,EQ,219782,163889,74.57
20,1231,RAMANEWS,EQ,682919,338924,49.63
20,1232,RAMASTEEL,EQ,38545,23154,60.07
20,1233,RAMCOCEM,EQ,411902,156980,38.11
20,1234,RAMCOIND,EQ,94391,26816,28.41
20,1235,RAMCOSYS,EQ,14741,9800,66.48
20,1236,RAMKY,EQ,135961,77026,56.65
20,1237,RANASUG,EQ,150878,77650,51.47
20,1238,RANEENGINE,EQ,781,427,54.67
20,1239,RANEHOLDIN,EQ,574,325,56.62
20,1240,RATNAMANI,EQ,24540,16644,67.82
20,1241,RAYMOND,EQ,1253204,363759,29.03
20,1242,RBL,EQ,7625,3150,41.31
20,1243,RBLBANK,EQ,1010312,600316,59.42
20,1244,RCF,EQ,1286035,359865,27.98
20,1245,RCOM,EQ,175944067,11810798,6.71
20,1246,RECLTD,EQ,4243184,945572,22.28
20,1247,RECLTD,N1,20,20,100.00
20,1248,RECLTD,N9,94,94,100.00
20,1249,RECLTD,NE,84,84,100.00
20,1250,RECLTD,NH,194,194,100.00
20,1251,RECLTD,NI,5,5,100.00
20,1252,REDINGTON,EQ,2315361,1670144,72.13
20,1253,REFEX,EQ,7565,5373,71.02
20,1254,RELAXO,EQ,28050,22252,79.33
20,1255,RELCAPITAL,EQ,2620879,209840,8.01
20,1256,RELCNX100,EQ,5,5,100.00
20,1257,RELCONS,EQ,1976,1929,97.62
20,1258,RELDIVOPP,EQ,2478,2461,99.31
20,1259,RELIABLE,SM,18000,4000,22.22
20,1260,RELIANCE,EQ,3830992,1369817,35.76
20,1261,RELIGARE,EQ,604693,422540,69.88
20,1262,RELINFRA,EQ,2526753,564986,22.36
20,1263,RELNV20,EQ,101,101,100.00
20,1264,REMSONSIND,EQ,1703,1267,74.40
20,1265,RENUKA,EQ,320482,127651,39.83
20,1266,REPCOHOME,EQ,241455,64372,26.66
20,1267,REPL,SM,15000,15000,100.00
20,1268,REPRO,EQ,2948,1473,49.97
20,1269,RESPONIND,EQ,20746,4028,19.42
20,1270,REVATHI,EQ,88,41,46.59
20,1271,RHFL,EQ,131477,74458,56.63
20,1272,RHFL,N6,4,2,50.00
20,1273,RICOAUTO,EQ,645864,306759,47.50
20,1274,RIIL,EQ,159455,26033,16.33
20,1275,RITES,EQ,12132714,1538776,12.68
20,1276,RJL,EQ,67338,38844,57.69
20,1277,RKDL,EQ,14558,10177,69.91
20,1278,RKEC,SM,5000,5000,100.00
20,1279,RKFORGE,EQ,18802,15054,80.07
20,1280,RMCL,EQ,1135385,598563,52.72
20,1281,RML,EQ,4216,2947,69.90
20,1282,RNAM,EQ,61393,29798,48.54
20,1283,RNAVAL,EQ,6171841,2587288,41.92
20,1284,ROHLTD,EQ,63911,35205,55.08
20,1285,ROLLT,EQ,177721,106966,60.19
20,1286,ROLTA,EQ,1621692,515938,31.81
20,1287,ROSSELLIND,EQ,14224,9360,65.80
20,1288,RPGLIFE,EQ,41160,15591,37.88
20,1289,RPOWER,EQ,5904402,1665845,28.21
20,1290,RPPINFRA,EQ,122243,72816,59.57
20,1291,RRSLGETF,EQ,626,626,100.00
20,1292,RSSOFTWARE,EQ,46774,19376,41.42
20,1293,RSWM,EQ,23310,16009,68.68
20,1294,RSYSTEMS,EQ,81771,75144,91.90
20,1295,RTNINFRA,EQ,786265,573146,72.89
20,1296,RTNPOWER,EQ,1759737,995035,56.54
20,1297,RUBYMILLS,EQ,3181,1859,58.44
20,1298,RUCHIRA,EQ,261825,87184,33.30
20,1299,RUCHISOYA,EQ,4006093,2313891,57.76
20,1300,RUPA,EQ,9244,3404,36.82
20,1301,RUSHIL,EQ,20254,17284,85.34
20,1302,SABEVENTS,EQ,1433,1433,100.00
20,1303,SADBHAV,EQ,75967,49200,64.76
20,1304,SADBHIN,EQ,10078,9258,91.86
20,1305,SAGCEM,EQ,18815,17932,95.31
20,1306,SAIL,EQ,7358973,1020963,13.87
20,1307,SAKHTISUG,EQ,24191,10755,44.46
20,1308,SAKSOFT,EQ,121507,52349,43.08
20,1309,SAKUMA,EQ,50591,20596,40.71
20,1310,SALASAR,EQ,12773,9123,71.42
20,1311,SALONA,EQ,451,240,53.22
20,1312,SALSTEEL,EQ,24144,18962,78.54
20,1313,SALZERELEC,EQ,8640,6571,76.05
20,1314,SAMBHAAV,EQ,17628,14154,80.29
20,1315,SANCO,EQ,15583,12019,77.13
20,1316,SANDESH,EQ,230,149,64.78
20,1317,SANDHAR,EQ,250182,94379,37.72
20,1318,SANGAMIND,EQ,40262,19650,48.81
20,1319,SANGHIIND,EQ,88160,46349,52.57
20,1320,SANGHVIFOR,EQ,19600,16216,82.73
20,1321,SANGHVIMOV,EQ,189400,136927,72.30
20,1322,SANGINITA,SM,1000,1000,100.00
20,1323,SANOFI,EQ,20064,13922,69.39
20,1324,SANWARIA,EQ,1435162,651213,45.38
20,1325,SARDAEN,EQ,37984,22333,58.80
20,1326,SAREGAMA,EQ,23382,7667,32.79
20,1327,SARLAPOLY,EQ,32560,25103,77.10
20,1328,SARVESHWAR,SM,12800,12800,100.00
20,1329,SASKEN,EQ,15019,7791,51.87
20,1330,SASTASUNDR,EQ,5116,4372,85.46
20,1331,SATHAISPAT,EQ,25570,19746,77.22
20,1332,SATIN,EQ,25371,12056,47.52
20,1333,SBILIFE,EQ,151040,120105,79.52
20,1334,SBIN,EQ,21931134,5240195,23.89
20,1335,SBIN,N2,2,2,100.00
20,1336,SBIN,N5,246,246,100.00
20,1337,SCAPDVR,EQ,1500,1500,100.00
20,1338,SCHAEFFLER,EQ,4390,3977,90.59
20,1339,SCHAND,EQ,9242,7450,80.61
20,1340,SCHNEIDER,EQ,199695,106381,53.27
20,1341,SCI,EQ,331364,160942,48.57
20,1342,SDBL,EQ,51296,22450,43.77
20,1343,SEAMECLTD,EQ,20802,14604,70.20
20,1344,SECURCRED,SM,1200,1200,100.00
20,1345,SELAN,EQ,100546,43438,43.20
20,1346,SELMCL,EQ,65090,55085,84.63
20,1347,SEPOWER,EQ,1063487,1056380,99.33
20,1348,SEQUENT,EQ,586693,306360,52.22
20,1349,SESHAPAPER,EQ,13065,7643,58.50
20,1350,SETCO,EQ,1020794,550366,53.92
20,1351,SETFGOLD,EQ,1558,1109,71.18
20,1352,SETFNIF50,EQ,3368,2452,72.80
20,1353,SETFNIFBK,EQ,679,669,98.53
20,1354,SETFNN50,EQ,563,490,87.03
20,1355,SFL,EQ,2266,1220,53.84
20,1356,SGBAUG24,GB,326,309,94.79
20,1357,SGBDEC2512,GB,10,10,100.00
20,1358,SGBFEB24,GB,476,474,99.58
20,1359,SGBJUL25,GB,34,29,85.29
20,1360,SGBMAR24,GB,3,3,100.00
20,1361,SGBMAR25,GB,269,249,92.57
20,1362,SGBMAY25,GB,57,49,85.96
20,1363,SGBMAY26,GB,645,569,88.22
20,1364,SGBNOV23,GB,10,10,100.00
20,1365,SGBNOV24,GB,28,28,100.00
20,1366,SGBOCT25,GB,1,1,100.00
20,1367,SGBOCT25IV,GB,5,5,100.00
20,1368,SGBSEP24,GB,68,57,83.82
20,1369,SGL,EQ,11843,6638,56.05
20,1370,SHAHALLOYS,EQ,15059,13445,89.28
20,1371,SHAKTIPUMP,EQ,49013,9936,20.27
20,1372,SHALBY,EQ,98946,51459,52.01
20,1373,SHALPAINTS,EQ,14664,6108,41.65
20,1374,SHANKARA,EQ,195731,177497,90.68
20,1375,SHANTI,SM,3000,3000,100.00
20,1376,SHANTIGEAR,EQ,31463,19692,62.59
20,1377,SHARDACROP,EQ,34430,21381,62.10
20,1378,SHARDAMOTR,EQ,2890,1997,69.10
20,1379,SHARIABEES,EQ,13,13,100.00
20,1380,SHEMAROO,EQ,2389,928,38.84
20,1381,SHILPAMED,EQ,29230,16690,57.10
20,1382,SHIRPUR-G,EQ,1246,811,65.09
20,1383,SHIVAMAUTO,EQ,62081,30987,49.91
20,1384,SHIVAMILLS,EQ,15383,9132,59.36
20,1385,SHIVATEX,EQ,2256,1966,87.15
20,1386,SHK,EQ,41282,35234,85.35
20,1387,SHOPERSTOP,EQ,26613,18601,69.89
20,1388,SHREECEM,EQ,20959,5886,28.08
20,1389,SHREEPUSHK,EQ,55886,26427,47.29
20,1390,SHREERAMA,EQ,10448,6516,62.37
20,1391,SHRENIK,SM,303125,105625,34.85
20,1392,SHREYANIND,EQ,109780,40515,36.91
20,1393,SHREYAS,EQ,15546,7932,51.02
20,1394,SHRIRAMCIT,EQ,212333,169098,79.64
20,1395,SHRIRAMEPC,EQ,157639,111256,70.58
20,1396,SHYAMCENT,EQ,24724,19860,80.33
20,1397,SHYAMTEL,EQ,491,481,97.96
20,1398,SICAGEN,EQ,9844,7821,79.45
20,1399,SICAL,EQ,8595,8203,95.44
20,1400,SIEMENS,EQ,183710,93801,51.06
20,1401,SIIL,SM,2000,2000,100.00
20,1402,SILINV,EQ,7942,4637,58.39
20,1403,SIMBHALS,EQ,4808,3130,65.10
20,1404,SIMPLEX,EQ,4206,2938,69.85
20,1405,SIMPLEXINF,EQ,11565,7068,61.12
20,1406,SINTERCOM,SM,20000,18000,90.00
20,1407,SINTEX,EQ,2346611,774057,32.99
20,1408,SIRCA,SM,7200,6400,88.89
20,1409,SIS,EQ,6831,5852,85.67
20,1410,SITINET,EQ,43979,30609,69.60
20,1411,SIYSIL,EQ,4870,3115,63.96
20,1412,SJVN,EQ,1378388,916610,66.50
20,1413,SKFINDIA,EQ,1576,907,57.55
20,1414,SKIL,EQ,57536,46798,81.34
20,1415,SKIPPER,EQ,857074,245601,28.66
20,1416,SKMEGGPROD,EQ,28843,18174,63.01
20,1417,SKSTEXTILE,SM,1000,1000,100.00
20,1418,SMARTLINK,EQ,2084,1669,80.09
20,1419,SMLISUZU,EQ,14733,8761,59.47
20,1420,SMSLIFE,EQ,2520,1216,48.25
20,1421,SMSPHARMA,EQ,60503,37770,62.43
20,1422,SNOWMAN,EQ,166223,85780,51.61
20,1423,SOBHA,EQ,214307,74096,34.57
20,1424,SOFTTECH,SM,1600,1600,100.00
20,1425,SOLARA,EQ,2893,2893,100.00
20,1426,SOLARINDS,EQ,6430,5205,80.95
20,1427,SOMANYCERA,EQ,9432,6694,70.97
20,1428,SOMATEX,EQ,12767,9800,76.76
20,1429,SOMICONVEY,EQ,10410,6292,60.44
20,1430,SONAMCLOCK,SM,21000,21000,100.00
20,1431,SONATSOFTW,EQ,548403,123027,22.43
20,1432,SORILINFRA,EQ,138324,90312,65.29
20,1433,SOTL,EQ,517,308,59.57
20,1434,SOUTHBANK,EQ,22799172,10756384,47.18
20,1435,SOUTHWEST,SM,4800,4800,100.00
20,1436,SPAL,EQ,3378,2208,65.36
20,1437,SPARC,EQ,548799,129569,23.61
20,1438,SPECIALITY,EQ,35094,24170,68.87
20,1439,SPENTEX,EQ,10989,6109,55.59
20,1440,SPIC,EQ,90969,63950,70.30
20,1441,SPICEMOBI,EQ,16410,12184,74.25
20,1442,SPLIL,EQ,13892,7746,55.76
20,1443,SPMLINFRA,EQ,17757,6558,36.93
20,1444,SPTL,EQ,619972,258770,41.74
20,1445,SQSBFSI,EQ,12581,10239,81.38
20,1446,SREEL,EQ,4986,2626,52.67
20,1447,SREIBNPNCD,ND,20,20,100.00
20,1448,SREIBNPNCD,NJ,50,50,100.00
20,1449,SREIBNPNCD,NL,10,10,100.00
20,1450,SREIBNPNCD,NU,200,200,100.00
20,1451,SREINFRA,EQ,3475886,984902,28.34
20,1452,SREINFRA,NK,10,10,100.00
20,1453,SREINFRA,YK,20,20,100.00
20,1454,SRF,EQ,437313,32047,7.33
20,1455,SRHHYPOLTD,EQ,2986,1918,64.23
20,1456,SRIPIPES,EQ,135447,56884,42.00
20,1457,SRIRAM,SM,24000,6000,25.00
20,1458,SRSLTD,EQ,648836,451896,69.65
20,1459,SRTRANSFIN,EQ,714394,158794,22.23
20,1460,SRTRANSFIN,Y8,201,201,100.00
20,1461,SRTRANSFIN,Y9,12,11,91.67
20,1462,SRTRANSFIN,YH,220,220,100.00
20,1463,SRTRANSFIN,YI,100,100,100.00
20,1464,SRTRANSFIN,YK,425,425,100.00
20,1465,SRTRANSFIN,YL,50,50,100.00
20,1466,SRTRANSFIN,YM,50,50,100.00
20,1467,SSWL,EQ,4042,2188,54.13
20,1468,STAMPEDE,EQ,372073,293643,78.92
20,1469,STAN,DR,5134,3600,70.12
20,1470,STAR,EQ,5277436,714612,13.54
20,1471,STARCEMENT,EQ,21721,17630,81.17
20,1472,STARPAPER,EQ,385317,104476,27.11
20,1473,STCINDIA,EQ,112951,19676,17.42
20,1474,STEELCITY,SM,4000,2000,50.00
20,1475,STEELXIND,EQ,46193,39233,84.93
20,1476,STEL,EQ,2088,1934,92.62
20,1477,STERTOOLS,EQ,19068,12280,64.40
20,1478,STINDIA,EQ,264,154,58.33
20,1479,STRTECH,EQ,635551,236051,37.14
20,1480,SUBEX,EQ,5212968,2923014,56.07
20,1481,SUBROS,EQ,29048,18938,65.20
20,1482,SUDARSCHEM,EQ,59287,41472,69.95
20,1483,SUMMITSEC,EQ,943,599,63.52
20,1484,SUNCLAYLTD,EQ,2534,2283,90.09
20,1485,SUNDARAM,EQ,496948,385380,77.55
20,1486,SUNDARMFIN,EQ,5935,3649,61.48
20,1487,SUNDARMHLD,EQ,14137,10773,76.20
20,1488,SUNDRMBRAK,EQ,974,925,94.97
20,1489,SUNDRMFAST,EQ,56429,30927,54.81
20,1490,SUNFLAG,EQ,146922,113083,76.97
20,1491,SUNPHARMA,EQ,14161255,4990186,35.24
20,1492,SUNTECK,EQ,210348,62885,29.90
20,1493,SUNTV,EQ,1402773,322511,22.99
20,1494,SUPERHOUSE,EQ,25654,14539,56.67
20,1495,SUPPETRO,EQ,3950,2751,69.65
20,1496,SUPRAJIT,EQ,85026,78999,92.91
20,1497,SUPREMEIND,EQ,22948,12794,55.75
20,1498,SUPREMEINF,EQ,59360,39887,67.20
20,1499,SURANAT&P,EQ,16454,13253,80.55
20,1500,SUREVIN,SM,3000,3000,100.00
20,1501,SURYALAXMI,EQ,6296,5615,89.18
20,1502,SURYAROSNI,EQ,50516,18194,36.02
20,1503,SUTLEJTEX,EQ,14393,8541,59.34
20,1504,SUULD,SM,64000,64000,100.00
20,1505,SUVEN,EQ,458615,200697,43.76
20,1506,SUZLON,EQ,11198311,4274193,38.17
20,1507,SVLL,SM,6000,3000,50.00
20,1508,SWANENERGY,EQ,195453,2815,1.44
20,1509,SWARAJENG,EQ,1414,1097,77.58
20,1510,SWELECTES,EQ,2980,2612,87.65
20,1511,SYMPHONY,EQ,29059,20483,70.49
20,1512,SYNCOM,EQ,48147,36355,75.51
20,1513,SYNDIBANK,EQ,4076815,848577,20.81
20,1514,SYNGENE,EQ,27267,13043,47.83
20,1515,TAINWALCHM,EQ,710,697,98.17
20,1516,TAJGVK,EQ,65793,19561,29.73
20,1517,TAKE,EQ,157258,90898,57.80
20,1518,TALBROAUTO,EQ,30980,10853,35.03
20,1519,TALWALKARS,EQ,43500,33576,77.19
20,1520,TALWGYM,EQ,45916,29408,64.05
20,1521,TARACHAND,SM,28000,16000,57.14
20,1522,TARMAT,EQ,6096,4694,77.00
20,1523,TASTYBITE,EQ,444,384,86.49
20,1524,TATACHEM,EQ,836929,390708,46.68
20,1525,TATACOFFEE,EQ,196629,78094,39.72
20,1526,TATACOMM,EQ,175311,46201,26.35
20,1527,TATAELXSI,EQ,421037,148710,35.32
20,1528,TATAGLOBAL,EQ,2838238,1069789,37.69
20,1529,TATAINVEST,EQ,136365,25355,18.59
20,1530,TATAMETALI,EQ,41035,21793,53.11
20,1531,TATAMOTORS,EQ,16117660,8948902,55.52
20,1532,TATAMTRDVR,EQ,5045290,3222454,63.87
20,1533,TATAPOWER,EQ,2814891,751003,26.68
20,1534,TATASPONGE,EQ,136807,44710,32.68
20,1535,TATASTEEL,E1,349237,156892,44.92
20,1536,TATASTEEL,EQ,8743214,1818249,20.80
20,1537,TBZ,EQ,167719,68064,40.58
20,1538,TCFSL,N8,301,201,66.78
20,1539,TCI,EQ,681424,191705,28.13
20,1540,TCIDEVELOP,EQ,239,231,96.65
20,1541,TCIEXP,EQ,25239,9295,36.83
20,1542,TCIFINANCE,EQ,65083,36140,55.53
20,1543,TCNSBRANDS,EQ,67125,36397,54.22
20,1544,TCPLPACK,EQ,1046,814,77.82
20,1545,TCS,EQ,1213731,719022,59.24
20,1546,TDPOWERSYS,EQ,9866,7425,75.26
20,1547,TEAMLEASE,EQ,27460,12548,45.70
20,1548,TECHM,EQ,3955484,1646406,41.62
20,1549,TECHNOFAB,EQ,1760,1577,89.60
20,1550,TEJASNET,EQ,103475,47377,45.79
20,1551,TERASOFT,EQ,9447,4430,46.89
20,1552,TEXINFRA,EQ,103561,65674,63.42
20,1553,TEXMOPIPES,EQ,227632,62072,27.27
20,1554,TEXRAIL,EQ,174117,49441,28.40
20,1555,TFCILTD,EQ,216149,160441,74.23
20,1556,TGBHOTELS,EQ,21955,14525,66.16
20,1557,THANGAMAYL,EQ,7642,5676,74.27
20,1558,THEINVEST,EQ,4763,2634,55.30
20,1559,THEMISMED,EQ,1717,1293,75.31
20,1560,THERMAX,EQ,40718,32843,80.66
20,1561,THIRUSUGAR,EQ,8615,7032,81.63
20,1562,THOMASCOOK,EQ,469412,346148,73.74
20,1563,THYROCARE,EQ,30077,22494,74.79
20,1564,TI,EQ,55166,39457,71.52
20,1565,TIDEWATER,EQ,1498,660,44.06
20,1566,TIFIN,EQ,63040,55840,88.58
20,1567,TIIL,EQ,4907,3509,71.51
20,1568,TIINDIA,EQ,111508,63241,56.71
20,1569,TIJARIA,EQ,25064,24084,96.09
20,1570,TIL,EQ,8739,6277,71.83
20,1571,TIMETECHNO,EQ,362810,312831,86.22
20,1572,TIMKEN,EQ,9864,6666,67.58
20,1573,TINPLATE,EQ,473896,86227,18.20
20,1574,TIPSINDLTD,EQ,2346,1369,58.35
20,1575,TIRUMALCHM,EQ,685196,230475,33.64
20,1576,TIRUPATIFL,SM,8000,4000,50.00
20,1577,TITAN,EQ,2697290,736739,27.31
20,1578,TMRVL,EQ,13895,9050,65.13
20,1579,TNPETRO,EQ,145922,83263,57.06
20,1580,TNPL,EQ,457071,104729,22.91
20,1581,TOKYOPLAST,EQ,2171,1325,61.03
20,1582,TORNTPHARM,EQ,535637,123818,23.12
20,1583,TORNTPOWER,EQ,917363,299740,32.67
20,1584,TOUCHWOOD,SM,27000,21000,77.78
20,1585,TPLPLASTEH,EQ,6154,4137,67.22
20,1586,TREEHOUSE,EQ,18829,15951,84.72
20,1587,TRENT,EQ,89477,46182,51.61
20,1588,TRF,EQ,204785,137580,67.18
20,1589,TRIDENT,EQ,1032036,330441,32.02
20,1590,TRIGYN,EQ,284469,54334,19.10
20,1591,TRIL,EQ,52315,29454,56.30
20,1592,TRITURBINE,EQ,20551,11130,54.16
20,1593,TRIVENI,EQ,93729,41787,44.58
20,1594,TTKHLTCARE,EQ,10769,6260,58.13
20,1595,TTKPRESTIG,EQ,3261,1319,40.45
20,1596,TTL,EQ,6556,5952,90.79
20,1597,TTML,EQ,488625,361867,74.06
20,1598,TV18BRDCST,EQ,5232808,2593326,49.56
20,1599,TVSELECT,EQ,48600,20915,43.03
20,1600,TVSMOTOR,EQ,654154,183516,28.05
20,1601,TVSSRICHAK,EQ,2615,1938,74.11
20,1602,TVTODAY,EQ,35747,17096,47.82
20,1603,TWL,EQ,247500,78056,31.54
20,1604,UBL,EQ,2117411,158064,7.46
20,1605,UCALFUEL,EQ,41887,18915,45.16
20,1606,UCL,SM,18000,16000,88.89
20,1607,UCOBANK,EQ,602763,122714,20.36
20,1608,UFLEX,EQ,371171,180334,48.59
20,1609,UFO,EQ,6456,4074,63.10
20,1610,UGARSUGAR,EQ,32968,23105,70.08
20,1611,UJAAS,EQ,169146,98566,58.27
20,1612,UJJIVAN,EQ,1003169,274783,27.39
20,1613,ULTRACEMCO,EQ,262047,116589,44.49
20,1614,UMANGDAIRY,EQ,17366,10909,62.82
20,1615,UNICHEMLAB,EQ,118148,25305,21.42
20,1616,UNIENTER,EQ,3986,3570,89.56
20,1617,UNIINFO,SM,2000,2000,100.00
20,1618,UNIONBANK,EQ,7951258,1369405,17.22
20,1619,UNIPLY,EQ,94845,73876,77.89
20,1620,UNITECH,EQ,20965259,9031033,43.08
20,1621,UNITEDBNK,EQ,207334,147694,71.23
20,1622,UNITEDPOLY,SM,6000,6000,100.00
